 #DYNAMICS. TIME (1st COL) AND FIDELITIES AGAINST ALL THE BASIS VECTORS ORDERED BY INDEX NUMBER
   0.0000000000000000        0.0000000000000000       0.99999999999999911        1.2325951644078309E-032   3.0814879110195774E-033
   1.0000000000000000E-003   0.0000000000000000       0.99999900000045017        9.9999929910501478E-007   2.4999989951144861E-013
   2.0000000000000000E-003   0.0000000000000000       0.99999600000680300        3.9999891964312753E-006   3.9999943926065352E-012
   3.0000000000000001E-003   0.0000000000000000       0.99999100003405716        8.9999456920764229E-006   2.0249937863667162E-011
   4.0000000000000001E-003   0.0000000000000000       0.99998400010721356        1.5999828786416521E-005   6.3999654285138624E-011
   5.0000000000000001E-003   0.0000000000000000       0.99997500026127006        2.4999582480426088E-005   1.5624868722505866E-010
   6.0000000000000001E-003   0.0000000000000000       0.99996400054122703        3.5999134776125995E-005   3.2399608984025945E-010
   7.0000000000000001E-003   0.0000000000000000       0.99995100100208212        4.8998397677159602E-005   6.0024015489546883E-010
   8.0000000000000002E-003   0.0000000000000000       0.99993600170883201        6.3997267189496552E-005   1.0239780847750985E-009
   9.0000000000000011E-003   0.0000000000000000       0.99991900273647161        8.0995623322264876E-005   1.6402056014994728E-009
   1.0000000000000002E-002   0.0000000000000000       0.99990000416999414        9.9993330088710817E-005   2.4999164967762947E-009
   1.1000000000000003E-002   0.0000000000000000       0.99987900610438996        1.2099023550728672E-004   3.6601021220319681E-009
   1.2000000000000004E-002   0.0000000000000000       0.99985600864464586        1.4398617160286709E-004   5.1837508185037857E-009
   1.3000000000000005E-002   0.0000000000000000       0.99983101190574375        1.6898095440809194E-004   7.1398472873414068E-009
   1.4000000000000005E-002   0.0000000000000000       0.99980401601266244        1.9597438396483911E-004   9.6033718997124136E-009
   1.5000000000000006E-002   0.0000000000000000       0.99977502110037353        2.2496624432582346E-004   1.2655299946961303E-008
   1.6000000000000007E-002   0.0000000000000000       0.99974402731384227        2.5595630355632466E-004   1.6382600830877144E-008
   1.7000000000000008E-002   0.0000000000000000       0.99971103480802603        2.8894431373604264E-004   2.0878237193902246E-008
   1.8000000000000009E-002   0.0000000000000000       0.99967604374787433        3.2393001096108094E-004   2.6241163989424677E-008
   1.9000000000000010E-002   0.0000000000000000       0.99963905430832567        3.6091311534605777E-004   3.2576327492254430E-008
   2.0000000000000011E-002   0.0000000000000000       0.99960006667430856        3.9989333102634562E-004   3.9994664248887894E-008
   2.1000000000000012E-002   0.0000000000000000       0.99955908104073887        4.4087034616043755E-004   4.8613099968330714E-008
   2.2000000000000013E-002   0.0000000000000000       0.99951609761251836        4.8384383293244233E-004   5.8554548352429973E-008
   2.3000000000000013E-002   0.0000000000000000       0.99947111660453491        5.2881344755470678E-004   6.9947909866705155E-008
   2.4000000000000014E-002   0.0000000000000000       0.99942413824165821        5.7577883027056583E-004   8.2928070451371988E-008
   2.5000000000000015E-002   0.0000000000000000       0.99937516275874205        6.2473960535722130E-004   9.7635900171923716E-008
   2.6000000000000016E-002   0.0000000000000000       0.99932419040061859        6.7569538112874686E-004   1.1421825181064298E-007
   2.7000000000000017E-002   0.0000000000000000       0.99927122142210056        7.2864574993922193E-004   1.3282795939747610E-007
   2.8000000000000018E-002   0.0000000000000000       0.99921625608797660        7.8359028818599343E-004   1.5362383668156251E-007
   2.9000000000000019E-002   0.0000000000000000       0.99915929467301068        8.4052855631306365E-004   1.7677067554298849E-007
   3.0000000000000020E-002   0.0000000000000000       0.99910033746194038        8.9946009881460562E-004   2.0243924434422703E-007
   3.1000000000000021E-002   0.0000000000000000       0.99903938474947440        9.6038444423861074E-004   2.3080628622229267E-007
   3.2000000000000021E-002   0.0000000000000000       0.99897643684029147        1.0233011051906573E-003   2.6205451732077611E-007
   3.3000000000000022E-002   0.0000000000000000       0.99891149404903679        1.0882095783378096E-003   2.9637262496246997E-007
   3.4000000000000023E-002   0.0000000000000000       0.99884455670032113        1.1551093444126474E-003   3.3395526576152421E-007
   3.5000000000000024E-002   0.0000000000000000       0.99877562512871831        1.2239998682174172E-003   3.7500306367679166E-007
   3.6000000000000025E-002   0.0000000000000000       0.99870469967876319        1.2948805986283140E-003   4.1972260800494391E-007
   3.7000000000000026E-002   0.0000000000000000       0.99863178070494818        1.3677509685998924E-003   4.6832645131346376E-007
   3.8000000000000027E-002   0.0000000000000000       0.99855686857172232        1.4426103951696012E-003   5.2103310731514358E-007
   3.9000000000000028E-002   0.0000000000000000       0.99847996365348846        1.5194582794624475E-003   5.7806704868134888E-007
   4.0000000000000029E-002   0.0000000000000000       0.99840106633459869        1.5982940066957881E-003   6.3965870479733489E-007
   4.1000000000000029E-002   0.0000000000000000       0.99832017700935538        1.6791169461842477E-003   7.0604445945611667E-007
   4.2000000000000030E-002   0.0000000000000000       0.99823729608200618        1.7619264513447619E-003   7.7746664849437036E-007
   4.3000000000000031E-002   0.0000000000000000       0.99815242396674020        1.8467218597017555E-003   8.5417355736778712E-007
   4.4000000000000032E-002   0.0000000000000000       0.99806556108768807        1.9335024928924366E-003   9.3641941866686986E-007
   4.5000000000000033E-002   0.0000000000000000       0.99797670787891746        2.0222676566722256E-003   1.0244644095737815E-006
   4.6000000000000034E-002   0.0000000000000000       0.99788586478442987        2.1130166409203104E-003   1.1185746492585932E-006
   4.7000000000000035E-002   0.0000000000000000       0.99779303225815774        2.2057487196453260E-003   1.2190221962177861E-006
   4.8000000000000036E-002   0.0000000000000000       0.99769821076396270        2.3004631509911623E-003   1.3260850455508079E-006
