 #C_I dynamical.
   15.996799999998501     
 (  0.0000000000000000     ,  0.0000000000000000     )
 (  6.3796228314945358E-002,  8.6736173798840355E-016)
 ( -1.6722734308416420E-015,-0.20207689997774014     )
 (-0.40482379861800000     ,  1.1102230246251565E-015)
 ( -1.0408340855860843E-017, 0.57345687358683217     )
 ( 0.57440752734530498     , -1.8041124150158794E-015)
 ( -1.4085954624931674E-015,-0.36388990984325903     )
