 #C_I dynamical.
   0.0000000000000000     
               (0.0000000000000000,0.0000000000000000)
       (0.99999707428933715,-1.62630325872825665E-019)
  (1.11022302462515654E-016,-2.41896652918846241E-003)
  (-3.70076042091604940E-006,5.42101086242752217E-019)
  (-1.80411241501587938E-016,4.00347473293420630E-009)
   (3.06256409121630213E-012,5.42101086242752217E-019)
 (-5.55111512312578270E-017,-1.48232121022218166E-015)
